Serial_Number,Location,Region,Site,Core,Dive,Cylinder,Notes,Replicate,Amendment,Horizon,start_depth,final_depth,auv_depth,Heading,Latitude_deg,Longitude_deg,Latitude_rel_deg,Longitude_rel_deg,Latitude_rel_cm,Longitude_rel_cm,Ph,Sodium,Ammonium,Potassium,Magnesium,Calcium,Fluoride,Lactate_Area,Acetate,Chloride,Bromide,Nitrate,Carbonate,Sulfate,Thiosulfate,Fumarate_Area
14253,SMB,Santa Monica Mound 800,injector cores site 2,IC8,DR1251,IC8_DR1251,13C-MeOH_15N,"full geochem, spun",413.2948,6_9,8,9,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,2,0.2491,11.6085,53.9692,6.5693,0.0102,,,471.4536,1.0808,,0.7629,3.3976,0.5316,0.0362,
14254,SMB,Santa Monica Mound 800,injector cores site 2,IC8,DR1251,IC8_DR1251,13C-MeOH_15N,"full geochem, spun",413.1434,9_12,9,10,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,2,0.2247,11.6641,54.257,6.6288,0.0117,,,471.1799,0.8075,,0.7914,2.6815,0.3184,0.037,
14254,SMB,Santa Monica Mound 800,injector cores site 2,IC8,DR1251,IC8_DR1251,13C-MeOH_15N,"full geochem, spun",413.1434,9_12,10,11,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,2,0.2247,11.6641,54.257,6.6288,0.0117,,,471.1799,0.8075,,0.7914,2.6815,0.3184,0.037,
14254,SMB,Santa Monica Mound 800,injector cores site 2,IC8,DR1251,IC8_DR1251,13C-MeOH_15N,"full geochem, spun",413.1434,9_12,11,12,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,2,0.2247,11.6641,54.257,6.6288,0.0117,,,471.1799,0.8075,,0.7914,2.6815,0.3184,0.037,
14255,SMB,Santa Monica Mound 800,injector cores site 2,IC8,DR1251,IC8_DR1251,13C-MeOH_15N,"full geochem, spun",414.0165,12_15,12,13,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,2,0.2212,11.7755,54.1161,6.5066,0.0108,,,471.4484,0.8108,,0.784,2.6784,0.3715,0.049,
14255,SMB,Santa Monica Mound 800,injector cores site 2,IC8,DR1251,IC8_DR1251,13C-MeOH_15N,"full geochem, spun",414.0165,12_15,13,14,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,2,0.2212,11.7755,54.1161,6.5066,0.0108,,,471.4484,0.8108,,0.784,2.6784,0.3715,0.049,
14255,SMB,Santa Monica Mound 800,injector cores site 2,IC8,DR1251,IC8_DR1251,13C-MeOH_15N,"full geochem, spun",414.0165,12_15,14,15,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,2,0.2212,11.7755,54.1161,6.5066,0.0108,,,471.4484,0.8108,,0.784,2.6784,0.3715,0.049,
14256,SMB,Santa Monica Mound 800,injector cores site 2,IC8,DR1251,IC8_DR1251,13C-MeOH_15N,"full geochem, spun",415.0496,15_18,15,16,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,2,0.21,12.1257,0.154,5.9886,0.015,,,473.9689,0.8093,,0.7423,2.6209,0.7099,0.0688,
14256,SMB,Santa Monica Mound 800,injector cores site 2,IC8,DR1251,IC8_DR1251,13C-MeOH_15N,"full geochem, spun",415.0496,15_18,16,17,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,2,0.21,12.1257,0.154,5.9886,0.015,,,473.9689,0.8093,,0.7423,2.6209,0.7099,0.0688,
14256,SMB,Santa Monica Mound 800,injector cores site 2,IC8,DR1251,IC8_DR1251,13C-MeOH_15N,"full geochem, spun",415.0496,15_18,17,18,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,2,0.21,12.1257,0.154,5.9886,0.015,,,473.9689,0.8093,,0.7423,2.6209,0.7099,0.0688,
14257,SMB,Santa Monica Mound 800,injector cores site 2,IC10,DR1251,IC10_DR1251,full geochem,3,13C-MeOH_15N,0_1,0,1,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,8,412.6977,0.3952,10.798,55.3941,10.4578,0.0104,,,469.6202,1.0727,0.092,0.3793,22.7236,0.0887,0.0142
14258,SMB,Santa Monica Mound 800,injector cores site 2,IC10,DR1251,IC10_DR1251,full geochem,3,13C-MeOH_15N,1_2,1,2,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,411.3861,0.4637,10.9367,54.6046,9.0087,0.0062,,,469.5317,1.2514,0.0359,0.4852,16.9037,0.0966,0.0195
14259,SMB,Santa Monica Mound 800,injector cores site 2,IC10,DR1251,IC10_DR1251,full geochem,3,13C-MeOH_15N,2_3,2,3,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,410.4702,0.4425,11.0512,54.6949,8.1865,0.0078,,,470.2694,1.1001,,0.5454,13.1713,0.1518,0.0228
14260,SMB,Santa Monica Mound 800,injector cores site 2,IC10,DR1251,IC10_DR1251,full geochem,3,13C-MeOH_15N,3_4,3,4,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,408.8882,0.4711,10.9146,52.6499,7.3678,0.0082,,0.0106,466.3507,1.5527,,0.5707,10.1181,0.2678,0.0322
14261,SMB,Santa Monica Mound 800,injector cores site 2,IC10,DR1251,IC10_DR1251,full geochem,3,13C-MeOH_15N,4_5,4,5,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,408.1465,0.3803,10.9338,52.3363,6.6676,0.0148,,0.005,466.8934,1.4881,,0.5887,8.5372,0.4525,0.0437
14262,SMB,Santa Monica Mound 800,injector cores site 2,IC10,DR1251,IC10_DR1251,full geochem,3,13C-MeOH_15N,5_6,5,6,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.8,410.8387,0.4134,11.1992,53.7804,6.8685,0.013,,0.066,471.1526,1.2746,0.0324,0.6319,7.9936,0.5364,0.0325
14263,SMB,Santa Monica Mound 800,injector cores site 2,IC10,DR1251,IC10_DR1251,full geochem,3,13C-MeOH_15N,6_9,6,7,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,410.7672,0.2957,11.1243,54.789,7.213,0.0096,,,469.4461,0.9061,,0.681,7.1019,0.2414,0.0267
14263,SMB,Santa Monica Mound 800,injector cores site 2,IC10,DR1251,IC10_DR1251,full geochem,3,13C-MeOH_15N,6_9,7,8,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,410.7672,0.2957,11.1243,54.789,7.213,0.0096,,,469.4461,0.9061,,0.681,7.1019,0.2414,0.0267
14263,SMB,Santa Monica Mound 800,injector cores site 2,IC10,DR1251,IC10_DR1251,full geochem,3,13C-MeOH_15N,6_9,8,9,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,410.7672,0.2957,11.1243,54.789,7.213,0.0096,,,469.4461,0.9061,,0.681,7.1019,0.2414,0.0267
14264,SMB,Santa Monica Mound 800,injector cores site 2,IC10,DR1251,IC10_DR1251,full geochem,3,13C-MeOH_15N,9_12,9,10,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,410.0056,0.2465,11.0765,54.6019,6.6991,0.0095,,,470.0288,0.8127,,0.712,5.9513,0.4851,0.0572
14264,SMB,Santa Monica Mound 800,injector cores site 2,IC10,DR1251,IC10_DR1251,full geochem,3,13C-MeOH_15N,9_12,10,11,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,410.0056,0.2465,11.0765,54.6019,6.6991,0.0095,,,470.0288,0.8127,,0.712,5.9513,0.4851,0.0572
14264,SMB,Santa Monica Mound 800,injector cores site 2,IC10,DR1251,IC10_DR1251,full geochem,3,13C-MeOH_15N,9_12,11,12,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,410.0056,0.2465,11.0765,54.6019,6.6991,0.0095,,,470.0288,0.8127,,0.712,5.9513,0.4851,0.0572
14265,SMB,Santa Monica Mound 800,injector cores site 2,IC10,DR1251,IC10_DR1251,full geochem,3,13C-MeOH_15N,12_15,12,13,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,411.9669,0.2344,11.1651,54.6495,6.9353,0.0112,,,473.8617,0.8151,,0.6942,6.2166,0.4363,0.0491
14265,SMB,Santa Monica Mound 800,injector cores site 2,IC10,DR1251,IC10_DR1251,full geochem,3,13C-MeOH_15N,12_15,13,14,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,411.9669,0.2344,11.1651,54.6495,6.9353,0.0112,,,473.8617,0.8151,,0.6942,6.2166,0.4363,0.0491
14265,SMB,Santa Monica Mound 800,injector cores site 2,IC10,DR1251,IC10_DR1251,full geochem,3,13C-MeOH_15N,12_15,14,15,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,411.9669,0.2344,11.1651,54.6495,6.9353,0.0112,,,473.8617,0.8151,,0.6942,6.2166,0.4363,0.0491
14266,SMB,Santa Monica Mound 800,injector cores site 2,IC10,DR1251,IC10_DR1251,full geochem,3,13C-MeOH_15N,15_18,15,16,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,410.9558,0.1963,11.1258,54.7679,6.1273,0.0105,,0.0012,467.2282,0.8142,,0.7253,4.4911,0.6697,0.0404
14266,SMB,Santa Monica Mound 800,injector cores site 2,IC10,DR1251,IC10_DR1251,full geochem,3,13C-MeOH_15N,15_18,16,17,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,410.9558,0.1963,11.1258,54.7679,6.1273,0.0105,,0.0012,467.2282,0.8142,,0.7253,4.4911,0.6697,0.0404
14266,SMB,Santa Monica Mound 800,injector cores site 2,IC10,DR1251,IC10_DR1251,full geochem,3,13C-MeOH_15N,15_18,17,18,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,410.9558,0.1963,11.1258,54.7679,6.1273,0.0105,,0.0012,467.2282,0.8142,,0.7253,4.4911,0.6697,0.0404
14277,SMB,Santa Monica Mound 800,injector cores site 2,IC12,DR1251,IC12_DR1251,13C-MeOH_15N,full geochem,411.9277,0_1,0,1,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,4,0.26,10.5915,55.1273,9.5179,0.0084,,,466.0858,1.3089,0.0347,0.4457,20.1083,0.138,0.0323,
14278,SMB,Santa Monica Mound 800,injector cores site 2,IC12,DR1251,IC12_DR1251,13C-MeOH_15N,full geochem,409.1361,1_2,1,2,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,4,0.3505,10.499,53.472,6.9344,0.0091,,0.0014,466.2974,1.7503,0.0427,0.5889,10.4489,0.2313,0.0333,
14279,SMB,Santa Monica Mound 800,injector cores site 2,IC12,DR1251,IC12_DR1251,13C-MeOH_15N,full geochem,407.3656,2_3,2,3,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,4,0.3772,10.3721,51.5625,6.2069,0.0082,,0.0004,460.6111,2.0069,,0.6393,7.2963,0.3981,0.044,
14280,SMB,Santa Monica Mound 800,injector cores site 2,IC12,DR1251,IC12_DR1251,13C-MeOH_15N,full geochem,408.3982,3_4,3,4,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,4,0.321,10.6602,52.6565,6.0853,0.01,,,462.9926,1.7356,,0.6667,5.5912,0.3729,0.0354,
14281,SMB,Santa Monica Mound 800,injector cores site 2,IC12,DR1251,IC12_DR1251,13C-MeOH_15N,full geochem,411.4777,4_5,4,5,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,4,0.2448,11.0302,54.495,6.0064,0.0073,,,467.2829,1.2633,,0.7448,4.0449,0.5011,0.0522,
14282,SMB,Santa Monica Mound 800,injector cores site 2,IC12,DR1251,IC12_DR1251,13C-MeOH_15N,full geochem,410.897,5_6,5,6,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,4,0.2292,11.143,54.5806,6.4538,0.0129,,,468.5633,0.9075,,0.7174,4.6072,0.5734,0.0686,
14283,SMB,Santa Monica Mound 800,injector cores site 2,IC12,DR1251,IC12_DR1251,13C-MeOH_15N,full geochem,411.6538,6_9,6,7,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,4,0.205,11.1233,54.6305,6.5638,0.0081,,,470.5546,0.8143,,0.7392,4.6618,0.5704,0.0603,
14283,SMB,Santa Monica Mound 800,injector cores site 2,IC12,DR1251,IC12_DR1251,13C-MeOH_15N,full geochem,411.6538,6_9,7,8,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,4,0.205,11.1233,54.6305,6.5638,0.0081,,,470.5546,0.8143,,0.7392,4.6618,0.5704,0.0603,
14283,SMB,Santa Monica Mound 800,injector cores site 2,IC12,DR1251,IC12_DR1251,13C-MeOH_15N,full geochem,411.6538,6_9,8,9,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,4,0.205,11.1233,54.6305,6.5638,0.0081,,,470.5546,0.8143,,0.7392,4.6618,0.5704,0.0603,
14284,SMB,Santa Monica Mound 800,injector cores site 2,IC12,DR1251,IC12_DR1251,13C-MeOH_15N,full geochem,412.4351,9_12,9,10,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,4,0.195,11.1648,54.7578,6.5816,0.0138,,,472.7343,0.8159,,0.7379,4.9093,0.6521,0.0684,
14284,SMB,Santa Monica Mound 800,injector cores site 2,IC12,DR1251,IC12_DR1251,13C-MeOH_15N,full geochem,412.4351,9_12,10,11,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,4,0.195,11.1648,54.7578,6.5816,0.0138,,,472.7343,0.8159,,0.7379,4.9093,0.6521,0.0684,
14284,SMB,Santa Monica Mound 800,injector cores site 2,IC12,DR1251,IC12_DR1251,13C-MeOH_15N,full geochem,412.4351,9_12,11,12,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,4,0.195,11.1648,54.7578,6.5816,0.0138,,,472.7343,0.8159,,0.7379,4.9093,0.6521,0.0684,
14285,SMB,Santa Monica Mound 800,injector cores site 2,IC12,DR1251,IC12_DR1251,13C-MeOH_15N,full geochem,414.1725,12_15,12,13,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,4,0.1929,11.1643,54.9538,6.8653,0.0117,,,472.3075,0.8164,,0.7083,5.446,0.5078,0.0545,
14285,SMB,Santa Monica Mound 800,injector cores site 2,IC12,DR1251,IC12_DR1251,13C-MeOH_15N,full geochem,414.1725,12_15,13,14,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,4,0.1929,11.1643,54.9538,6.8653,0.0117,,,472.3075,0.8164,,0.7083,5.446,0.5078,0.0545,
14285,SMB,Santa Monica Mound 800,injector cores site 2,IC12,DR1251,IC12_DR1251,13C-MeOH_15N,full geochem,414.1725,12_15,14,15,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,4,0.1929,11.1643,54.9538,6.8653,0.0117,,,472.3075,0.8164,,0.7083,5.446,0.5078,0.0545,
14286,SMB,Santa Monica Mound 800,injector cores site 2,IC12,DR1251,IC12_DR1251,13C-MeOH_15N,full geochem,410.9282,15_18,15,16,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,4,0.2004,11.3785,53.8267,6.5088,0.0134,,,464.5984,0.8012,,0.6679,6.3216,0.9015,0.0353,
14286,SMB,Santa Monica Mound 800,injector cores site 2,IC12,DR1251,IC12_DR1251,13C-MeOH_15N,full geochem,410.9282,15_18,16,17,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,4,0.2004,11.3785,53.8267,6.5088,0.0134,,,464.5984,0.8012,,0.6679,6.3216,0.9015,0.0353,
14286,SMB,Santa Monica Mound 800,injector cores site 2,IC12,DR1251,IC12_DR1251,13C-MeOH_15N,full geochem,410.9282,15_18,17,18,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,4,0.2004,11.3785,53.8267,6.5088,0.0134,,,464.5984,0.8012,,0.6679,6.3216,0.9015,0.0353,
14327,SMB,Santa Monica Mound 800,injector cores site 2,IC22,DR1251,IC22_DR1251,full geochem,1,13C-HCO3_15N,0_1,0,1,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,8,411.9385,0.4692,10.6412,54.5475,9.0526,0.0121,,,466.4705,1.3034,0.0465,0.4155,18.9784,0.0692,0.0146
14328,SMB,Santa Monica Mound 800,injector cores site 2,IC22,DR1251,IC22_DR1251,full geochem,1,13C-HCO3_15N,1_2,1,2,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.9,410.4813,0.4648,10.5742,0.1533,8.8102,0.0104,,,464.5488,1.5031,0.0398,0.4561,17.0533,0.1122,0.0218
14329,SMB,Santa Monica Mound 800,injector cores site 2,IC22,DR1251,IC22_DR1251,full geochem,1,13C-HCO3_15N,2_3,2,3,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,410.5162,0.3812,10.6827,54.0226,7.9437,0.0102,,,466.1088,1.4685,,0.5358,12.7527,0.1312,0.0206
14330,SMB,Santa Monica Mound 800,injector cores site 2,IC22,DR1251,IC22_DR1251,full geochem,1,13C-HCO3_15N,3_4,3,4,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.8,411.3672,0.4209,10.7177,52.9653,7.4341,0.0087,,,465.0781,1.692,,0.5577,10.8951,0.2735,0.0337
14331,SMB,Santa Monica Mound 800,injector cores site 2,IC22,DR1251,IC22_DR1251,full geochem,1,13C-HCO3_15N,4_5,4,5,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.8,407.0713,0.3673,10.7872,52.1209,6.8505,0.0088,,,461.1972,1.6179,,0.6009,8.3404,0.3345,0.036
14332,SMB,Santa Monica Mound 800,injector cores site 2,IC22,DR1251,IC22_DR1251,full geochem,1,13C-HCO3_15N,5_6,5,6,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.9,408.8865,0.3405,10.9015,52.7978,6.9773,0.0102,,,463.9727,1.5399,,0.603,7.7452,0.4238,0.0402
14333,SMB,Santa Monica Mound 800,injector cores site 2,IC22,DR1251,IC22_DR1251,full geochem,1,13C-HCO3_15N,6_9,6,7,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,410.4895,0.269,10.8521,54.3196,6.9553,0.0059,,,466.8552,1.1658,,0.6405,6.6502,0.4163,0.0439
14333,SMB,Santa Monica Mound 800,injector cores site 2,IC22,DR1251,IC22_DR1251,full geochem,1,13C-HCO3_15N,6_9,7,8,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,410.4895,0.269,10.8521,54.3196,6.9553,0.0059,,,466.8552,1.1658,,0.6405,6.6502,0.4163,0.0439
14333,SMB,Santa Monica Mound 800,injector cores site 2,IC22,DR1251,IC22_DR1251,full geochem,1,13C-HCO3_15N,6_9,8,9,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,410.4895,0.269,10.8521,54.3196,6.9553,0.0059,,,466.8552,1.1658,,0.6405,6.6502,0.4163,0.0439
14334,SMB,Santa Monica Mound 800,injector cores site 2,IC22,DR1251,IC22_DR1251,full geochem,1,13C-HCO3_15N,9_12,9,10,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,409.0602,0.2213,10.922,54.6939,7.0426,0.0087,,,466.6074,0.798,,0.6453,6.4525,0.4712,0.0496
14334,SMB,Santa Monica Mound 800,injector cores site 2,IC22,DR1251,IC22_DR1251,full geochem,1,13C-HCO3_15N,9_12,10,11,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,409.0602,0.2213,10.922,54.6939,7.0426,0.0087,,,466.6074,0.798,,0.6453,6.4525,0.4712,0.0496
14334,SMB,Santa Monica Mound 800,injector cores site 2,IC22,DR1251,IC22_DR1251,full geochem,1,13C-HCO3_15N,9_12,11,12,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,409.0602,0.2213,10.922,54.6939,7.0426,0.0087,,,466.6074,0.798,,0.6453,6.4525,0.4712,0.0496
14335,SMB,Santa Monica Mound 800,injector cores site 2,IC22,DR1251,IC22_DR1251,full geochem,1,13C-HCO3_15N,12_15,12,13,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,410.9221,0.2061,10.9815,54.5981,7.4655,0.0096,,,466.9166,0.7987,,0.6513,7.1922,0.3874,0.0407
14335,SMB,Santa Monica Mound 800,injector cores site 2,IC22,DR1251,IC22_DR1251,full geochem,1,13C-HCO3_15N,12_15,13,14,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,410.9221,0.2061,10.9815,54.5981,7.4655,0.0096,,,466.9166,0.7987,,0.6513,7.1922,0.3874,0.0407
14335,SMB,Santa Monica Mound 800,injector cores site 2,IC22,DR1251,IC22_DR1251,full geochem,1,13C-HCO3_15N,12_15,14,15,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,410.9221,0.2061,10.9815,54.5981,7.4655,0.0096,,,466.9166,0.7987,,0.6513,7.1922,0.3874,0.0407
14336,SMB,Santa Monica Mound 800,injector cores site 2,IC22,DR1251,IC22_DR1251,full geochem,1,13C-HCO3_15N,15_18,15,16,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,411.1369,0.1972,11.2667,54.2548,8.0105,0.0088,,,467.4578,0.8088,,0.6105,10.2289,0.7866,0.027
14336,SMB,Santa Monica Mound 800,injector cores site 2,IC22,DR1251,IC22_DR1251,full geochem,1,13C-HCO3_15N,15_18,16,17,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,411.1369,0.1972,11.2667,54.2548,8.0105,0.0088,,,467.4578,0.8088,,0.6105,10.2289,0.7866,0.027
14336,SMB,Santa Monica Mound 800,injector cores site 2,IC22,DR1251,IC22_DR1251,full geochem,1,13C-HCO3_15N,15_18,17,18,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,411.1369,0.1972,11.2667,54.2548,8.0105,0.0088,,,467.4578,0.8088,,0.6105,10.2289,0.7866,0.027
14298,SMB,Santa Monica Mound 800,injector cores site 2,IC16,DR1251,IC16_DR1251,13C-MeOH_15N,"full geochem, spun",410.242,1_2,1,2,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,5,0.3694,11.2019,54.3067,7.629,0.0105,,,465.7745,1.3431,,0.5697,12.4118,0.2392,0.0376,
14299,SMB,Santa Monica Mound 800,injector cores site 2,IC16,DR1251,IC16_DR1251,13C-MeOH_15N,"full geochem, spun",411.2856,2_3,2,3,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,5,0.29,11.4679,54.5369,6.7084,0.0111,,,470.594,1.1235,,0.6601,7.6546,0.3391,0.03,
14300,SMB,Santa Monica Mound 800,injector cores site 2,IC16,DR1251,IC16_DR1251,13C-MeOH_15N,"full geochem, spun",410.9404,3_4,3,4,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,5,0.2709,11.5304,54.4257,6.1157,0.0123,,0.0082,468.3327,0.9126,0.0329,0.7322,4.0137,0.5232,0.051,
14301,SMB,Santa Monica Mound 800,injector cores site 2,IC16,DR1251,IC16_DR1251,13C-MeOH_15N,"full geochem, spun",412.1056,4_5,4,5,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,5,0.221,11.5583,54.4639,5.9637,0.0113,,,468.0159,0.836,,0.7477,2.8448,0.5257,0.0326,
14302,SMB,Santa Monica Mound 800,injector cores site 2,IC16,DR1251,IC16_DR1251,13C-MeOH_15N,"full geochem, spun",411.2152,5_6,5,6,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,5,0.2241,11.5856,54.2552,5.9186,0.0107,,,467.9741,0.8149,,0.7401,2.9319,0.7717,0.0437,
14303,SMB,Santa Monica Mound 800,injector cores site 2,IC16,DR1251,IC16_DR1251,13C-MeOH_15N,"full geochem, spun",411.604,6_9,6,7,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,5,0.2143,11.5646,53.882,5.6865,0.0128,,,470.0571,0.8099,,0.7389,2.3621,0.5844,0.0505,
14304,SMB,Santa Monica Mound 800,injector cores site 2,IC16,DR1251,IC16_DR1251,13C-MeOH_15N,"full geochem, spun",411.2046,9_12,9,10,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,5,0.2123,11.6703,54.0057,5.8215,0.0116,,,467.3004,0.8086,,0.7389,2.6364,0.7127,0.0738,
14304,SMB,Santa Monica Mound 800,injector cores site 2,IC16,DR1251,IC16_DR1251,13C-MeOH_15N,"full geochem, spun",411.2046,9_12,10,11,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,5,0.2123,11.6703,54.0057,5.8215,0.0116,,,467.3004,0.8086,,0.7389,2.6364,0.7127,0.0738,
14304,SMB,Santa Monica Mound 800,injector cores site 2,IC16,DR1251,IC16_DR1251,13C-MeOH_15N,"full geochem, spun",411.2046,9_12,11,12,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,5,0.2123,11.6703,54.0057,5.8215,0.0116,,,467.3004,0.8086,,0.7389,2.6364,0.7127,0.0738,
14367,SMB,Santa Monica Mound 800,injector cores site 2,IC26,DR1251,IC26_DR1251,full geochem,2,13C-HCO3_15N,0_1,0,1,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,409.468,0.353,10.6886,55.0183,9.3939,0.0098,,,464.4968,1.1011,0.0873,0.4242,19.3991,0.3128,0.0198
14368,SMB,Santa Monica Mound 800,injector cores site 2,IC26,DR1251,IC26_DR1251,full geochem,2,13C-HCO3_15N,1_2,1,2,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,408.9927,0.3111,10.785,54.7691,8.9396,0.0097,,,462.1811,1.1032,0.0308,0.4729,16.752,0.2384,0.02
14369,SMB,Santa Monica Mound 800,injector cores site 2,IC26,DR1251,IC26_DR1251,full geochem,2,13C-HCO3_15N,2_3,2,3,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,406.7779,0.3253,10.8069,54.2541,6.7744,0.0095,,,465.4384,1.1537,,0.6104,7.9529,0.3741,0.0361
14370,SMB,Santa Monica Mound 800,injector cores site 2,IC26,DR1251,IC26_DR1251,full geochem,2,13C-HCO3_15N,3_4,3,4,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,407.4883,0.3141,10.7633,53.6322,6.2123,0.0095,,,468.2797,1.4078,,0.638,5.9005,0.499,0.0493
14371,SMB,Santa Monica Mound 800,injector cores site 2,IC26,DR1251,IC26_DR1251,full geochem,2,13C-HCO3_15N,4_5,4,5,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,407.1483,0.3001,10.82,51.5908,5.794,0.0101,,,461.6002,1.544,,0.6688,4.5321,0.4089,0.0464
14372,SMB,Santa Monica Mound 800,injector cores site 2,IC26,DR1251,IC26_DR1251,full geochem,2,13C-HCO3_15N,5_6,5,6,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,408.644,0.3104,10.759,52.1686,5.9913,0.0101,,,463.88,1.5917,,0.6864,3.941,0.4114,0.0363
