Serial_Number,Location,Region,Site,Core,Dive,Cylinder,Notes,Replicate,Amendment,Horizon,start_depth,final_depth,auv_depth,Heading,Latitude_deg,Longitude_deg,Latitude_rel_deg,Longitude_rel_deg,Latitude_rel_cm,Longitude_rel_cm,Ph,Sodium,Ammonium,Potassium,Magnesium,Calcium,Fluoride,Lactate_Area,Acetate,Chloride,Bromide,Nitrate,Carbonate,Sulfate,Thiosulfate,Fumarate_Area
14217,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC33,DR1251,IC33_DR1251,full geochem,1,label_noN,3_4,3,4,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.9,409.0155,0.226,10.4676,53.6797,5.5319,,,,463.367,1.5526,,0.8164,0.6877,0.3656,0.0277
14218,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC33,DR1251,IC33_DR1251,full geochem,1,label_noN,4_5,4,5,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.8,408.0907,0.2761,10.9535,54.9628,6.8754,,,,467.8189,0.9923,,0.813,0.8599,0.5221,0.0562
14219,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC33,DR1251,IC33_DR1251,full geochem,1,label_noN,5_6,5,6,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.8,404.9233,0.2957,10.8406,54.849,4.3435,,,,459.5151,0.8498,,0.808,0.5085,0.3771,0.0394
14220,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC33,DR1251,IC33_DR1251,full geochem,1,label_noN,6_9,6,7,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.8,399.8203,0.42,10.7974,53.8604,4.0666,0,,0.1119,453.3313,0.7895,,0.81,0.5463,0.4348,0.0481
14220,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC33,DR1251,IC33_DR1251,full geochem,1,label_noN,6_9,7,8,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.8,399.8203,0.42,10.7974,53.8604,4.0666,0,,0.1119,453.3313,0.7895,,0.81,0.5463,0.4348,0.0481
14220,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC33,DR1251,IC33_DR1251,full geochem,1,label_noN,6_9,8,9,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.8,399.8203,0.42,10.7974,53.8604,4.0666,0,,0.1119,453.3313,0.7895,,0.81,0.5463,0.4348,0.0481
14221,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC33,DR1251,IC33_DR1251,full geochem,1,label_noN,9_12,9,10,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,8,397.5897,0.2719,10.8355,53.1658,3.6169,0.0008,,,449.3823,0.7842,,0.7838,0.4793,0.6243,0.0654
14221,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC33,DR1251,IC33_DR1251,full geochem,1,label_noN,9_12,10,11,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,8,397.5897,0.2719,10.8355,53.1658,3.6169,0.0008,,,449.3823,0.7842,,0.7838,0.4793,0.6243,0.0654
14221,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC33,DR1251,IC33_DR1251,full geochem,1,label_noN,9_12,11,12,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,8,397.5897,0.2719,10.8355,53.1658,3.6169,0.0008,,,449.3823,0.7842,,0.7838,0.4793,0.6243,0.0654
14222,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC33,DR1251,IC33_DR1251,full geochem,1,label_noN,12_15,12,13,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.9,407.9378,0.2655,11.187,54.4722,3.4759,0.0023,,,464.2104,0.8041,,0.7674,1.1723,0.887,0.0921
14222,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC33,DR1251,IC33_DR1251,full geochem,1,label_noN,12_15,13,14,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.9,407.9378,0.2655,11.187,54.4722,3.4759,0.0023,,,464.2104,0.8041,,0.7674,1.1723,0.887,0.0921
14222,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC33,DR1251,IC33_DR1251,full geochem,1,label_noN,12_15,14,15,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.9,407.9378,0.2655,11.187,54.4722,3.4759,0.0023,,,464.2104,0.8041,,0.7674,1.1723,0.887,0.0921
14317,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC21,DR1251,IC21_DR1251,full geochem,1,13C-HCO3_15N,0_1,0,1,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.8,409.3582,0.1739,10.4081,55.0093,9.2135,0.0051,,0.0041,461.193,1.3261,0.0452,0.6394,12.3092,0.3134,0.0347
14318,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC21,DR1251,IC21_DR1251,full geochem,1,13C-HCO3_15N,1_2,1,2,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,8,408.2475,0.1663,10.4528,54.4811,8.3477,0.0056,,,461.1474,1.3802,,0.7276,7.0095,0.3204,0.0281
14319,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC21,DR1251,IC21_DR1251,full geochem,1,13C-HCO3_15N,2_3,2,3,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.9,406.845,0.1871,10.2356,54.6148,7.036,0.0039,,,460.0262,1.3293,,0.7587,3.6625,0.5589,0.0514
14320,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC21,DR1251,IC21_DR1251,full geochem,1,13C-HCO3_15N,3_4,3,4,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.7,404.8786,0.2278,10.3704,55.2672,5.4991,,,,458.344,1.1985,,0.783,1.0954,0.4917,0.0289
14321,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC21,DR1251,IC21_DR1251,full geochem,1,13C-HCO3_15N,4_5,4,5,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.6,401.2207,0.2419,10.5172,55.2633,4.7867,0.0015,,0.148,453.2453,0.9499,,0.774,0.2955,0.1959,0.0149
14322,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC21,DR1251,IC21_DR1251,full geochem,1,13C-HCO3_15N,5_6,5,6,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.6,410.458,0.2572,10.893,56.6361,4.2731,,,,466.2105,0.8446,,0.7749,1.1527,0.5783,0.0547
14323,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC21,DR1251,IC21_DR1251,full geochem,1,13C-HCO3_15N,6_9,6,7,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.6,409.5964,0.3169,10.9594,56.227,4.1406,,,,465.0022,0.8185,,0.7568,0.9807,0.5628,0.0605
14323,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC21,DR1251,IC21_DR1251,full geochem,1,13C-HCO3_15N,6_9,7,8,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.6,409.5964,0.3169,10.9594,56.227,4.1406,,,,465.0022,0.8185,,0.7568,0.9807,0.5628,0.0605
14323,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC21,DR1251,IC21_DR1251,full geochem,1,13C-HCO3_15N,6_9,8,9,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.6,409.5964,0.3169,10.9594,56.227,4.1406,,,,465.0022,0.8185,,0.7568,0.9807,0.5628,0.0605
14324,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC21,DR1251,IC21_DR1251,full geochem,1,13C-HCO3_15N,9_12,9,10,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.5,408.5704,0.3124,10.9143,56.0703,4.0897,0.0001,,,463.3652,0.7974,,0.7754,0.7932,0.549,0.0591
14324,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC21,DR1251,IC21_DR1251,full geochem,1,13C-HCO3_15N,9_12,10,11,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.5,408.5704,0.3124,10.9143,56.0703,4.0897,0.0001,,,463.3652,0.7974,,0.7754,0.7932,0.549,0.0591
14324,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC21,DR1251,IC21_DR1251,full geochem,1,13C-HCO3_15N,9_12,11,12,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.5,408.5704,0.3124,10.9143,56.0703,4.0897,0.0001,,,463.3652,0.7974,,0.7754,0.7932,0.549,0.0591
14325,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC21,DR1251,IC21_DR1251,full geochem,1,13C-HCO3_15N,12_15,12,13,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.6,409.0681,0.3026,11.0488,55.893,3.7545,0.0005,,,462.7146,0.7952,,0.7594,1.0828,0.715,0.0831
14325,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC21,DR1251,IC21_DR1251,full geochem,1,13C-HCO3_15N,12_15,13,14,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.6,409.0681,0.3026,11.0488,55.893,3.7545,0.0005,,,462.7146,0.7952,,0.7594,1.0828,0.715,0.0831
14325,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC21,DR1251,IC21_DR1251,full geochem,1,13C-HCO3_15N,12_15,14,15,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.6,409.0681,0.3026,11.0488,55.893,3.7545,0.0005,,,462.7146,0.7952,,0.7594,1.0828,0.715,0.0831
14307,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC20,DR1251,IC20_DR1251,full geochem,1,13C-MeOH_15N,0_1,0,1,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.7,406.4616,0.2173,10.5999,54.9317,8.2407,0.0059,,0.0089,467.1658,1.2062,0.0401,0.7338,6.2233,0.2858,0.0119
14308,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC20,DR1251,IC20_DR1251,full geochem,1,13C-MeOH_15N,1_2,1,2,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.7,406.4052,0.2249,10.5316,54.9283,7.4815,,,,466.3095,1.2428,,0.7351,4.3226,0.3147,0.0322
14309,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC20,DR1251,IC20_DR1251,full geochem,1,13C-MeOH_15N,2_3,2,3,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.8,406.459,0.2868,10.6468,54.2338,6.1584,0.0018,,,468.8069,1.4353,0.0294,0.753,0.7422,0.4987,0.053
14310,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC20,DR1251,IC20_DR1251,full geochem,1,13C-MeOH_15N,3_4,3,4,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.7,407.0665,0.3522,10.8178,53.4111,5.7777,,,,463.6067,1.5397,0.0309,0.7769,0.6279,0.5052,0.0493
14311,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC20,DR1251,IC20_DR1251,full geochem,1,13C-MeOH_15N,4_5,4,5,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.8,404.6708,0.3862,10.755,53.7257,5.2153,0.0029,,0.028,462.765,1.4696,,0.7772,0.4145,0.4298,0.0503
14312,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC20,DR1251,IC20_DR1251,full geochem,1,13C-MeOH_15N,5_6,5,6,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.7,408.4657,0.324,11.1569,54.8145,5.0059,,,,470.8337,1.2662,,0.7791,0.5628,0.5221,0.0538
14313,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC20,DR1251,IC20_DR1251,full geochem,1,13C-MeOH_15N,6_9,6,7,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.6,407.3323,0.3128,11.0862,55.2968,4.6782,0.0017,,,465.667,0.9452,,0.8055,0.2225,0.3441,0.041
14313,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC20,DR1251,IC20_DR1251,full geochem,1,13C-MeOH_15N,6_9,7,8,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.6,407.3323,0.3128,11.0862,55.2968,4.6782,0.0017,,,465.667,0.9452,,0.8055,0.2225,0.3441,0.041
14313,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC20,DR1251,IC20_DR1251,full geochem,1,13C-MeOH_15N,6_9,8,9,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.6,407.3323,0.3128,11.0862,55.2968,4.6782,0.0017,,,465.667,0.9452,,0.8055,0.2225,0.3441,0.041
14314,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC20,DR1251,IC20_DR1251,full geochem,1,13C-MeOH_15N,9_12,9,10,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.8,407.96,0.3167,11.1166,55.5281,4.05,0.0013,,,464.0636,0.8226,,0.7853,0.3844,0.5582,0.0663
14314,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC20,DR1251,IC20_DR1251,full geochem,1,13C-MeOH_15N,9_12,10,11,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.8,407.96,0.3167,11.1166,55.5281,4.05,0.0013,,,464.0636,0.8226,,0.7853,0.3844,0.5582,0.0663
14314,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC20,DR1251,IC20_DR1251,full geochem,1,13C-MeOH_15N,9_12,11,12,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.8,407.96,0.3167,11.1166,55.5281,4.05,0.0013,,,464.0636,0.8226,,0.7853,0.3844,0.5582,0.0663
14315,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC20,DR1251,IC20_DR1251,full geochem,1,13C-MeOH_15N,12_15,12,13,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.8,410.3828,0.278,11.2944,55.6773,3.7328,,,,468.3318,0.8118,0.0295,0.8006,0.2684,0.6968,0.0838
14315,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC20,DR1251,IC20_DR1251,full geochem,1,13C-MeOH_15N,12_15,13,14,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.8,410.3828,0.278,11.2944,55.6773,3.7328,,,,468.3318,0.8118,0.0295,0.8006,0.2684,0.6968,0.0838
14315,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC20,DR1251,IC20_DR1251,full geochem,1,13C-MeOH_15N,12_15,14,15,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.8,410.3828,0.278,11.2944,55.6773,3.7328,,,,468.3318,0.8118,0.0295,0.8006,0.2684,0.6968,0.0838
14316,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC20,DR1251,IC20_DR1251,full geochem,1,13C-MeOH_15N,15_18,15,16,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,8,408.8251,0.2474,11.3461,54.7464,3.2398,0.0019,,,467.2398,0.8064,0.0302,0.7503,0.406,0.8804,0.0849
14316,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC20,DR1251,IC20_DR1251,full geochem,1,13C-MeOH_15N,15_18,16,17,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,8,408.8251,0.2474,11.3461,54.7464,3.2398,0.0019,,,467.2398,0.8064,0.0302,0.7503,0.406,0.8804,0.0849
14316,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC20,DR1251,IC20_DR1251,full geochem,1,13C-MeOH_15N,15_18,17,18,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,8,408.8251,0.2474,11.3461,54.7464,3.2398,0.0019,,,467.2398,0.8064,0.0302,0.7503,0.406,0.8804,0.0849
